,lnR,lnR_2,CYBZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2016-12-29,0.0010673095367934593,1.1391496473302688e-06,2.7391256958889258e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2016-12-30,0.001438298771399893,2.0687033558104413e-06,2.7760391575112964e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2017-01-03,0.0006114151393434852,3.738284726184135e-07,2.1350037579054046e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2017-01-04,0.014316915552043064,0.00020497407092433253,3.780356320987211e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-05,-0.0038233846261066518,1.4618269999148701e-05,2.4404913652713706e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-06,-0.009592375400361064,9.201366582145208e-05,2.816543057436366e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-01-09,-0.0017368499139118754,3.016647623455689e-06,4.104223189419687e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-01-10,-0.005080122340388904,2.5807642993318436e-05,2.7711795614346286e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-01-11,-0.00726625176195661,5.279841466813754e-05,6.483630665093888e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-12,-0.0038317492179151813,1.4682302068993604e-05,5.372342699340368e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-13,-0.015770232419681562,0.0002487002305707754,8.703648931106208e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-01-16,-0.03704196683660488,0.0013721073071241356,0.0008726670867203137,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-01-17,0.020018404347387886,0.0004007365126155182,0.00043839173033716786,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-01-18,-0.011891374107580788,0.00014140477816644277,0.00017865977474464315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-19,-0.0008943259682290261,7.99818937448785e-07,8.999058630622019e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-20,0.019657589296819822,0.00038642081696244523,0.00010581135245057211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-01-23,0.0034871998969805418,1.2160563121501102e-05,3.426984585701424e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-01-24,-0.013925646669126657,0.00019392363515335835,4.6792203091828384e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-01-25,0.005080505686674286,2.5811538032329756e-05,2.9955990923101898e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-26,0.008267435622610897,6.835049177401563e-05,1.8628575150308546e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-03,-0.005033242178356545,2.5333526825987338e-05,3.39041306565153e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2017-02-06,0.012543814418018329,0.0001573472801536845,4.873781914579625e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-07,-0.005974294602366648,3.569219599586726e-05,2.943944409091823e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-02-08,0.007646184121373523,5.8464131617944585e-05,4.1638987495031015e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02-09,0.005474499686455303,2.997014681699921e-05,1.6757619371723674e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-10,-0.004923073974469894,2.4236657358102796e-05,2.2424548510521133e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-13,0.004714074454407857,2.2222497961700735e-05,6.3373231712211e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-14,-0.0022442705996166268,5.0367505243035735e-06,2.234448066364994e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-02-15,-0.00895909194961586,8.026532856167172e-05,4.119600099136477e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02-16,0.002781011768646202,7.734026457348677e-06,3.0380233491802143e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-17,-0.007808530616002507,6.097315038104849e-05,4.145784952392961e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-20,0.006400521608383336,4.0966676859382006e-05,3.3020802259723225e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-21,0.013689797763676737,0.00018741056281036856,5.294360035520595e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-02-22,-0.0005779669782475239,3.340458279445737e-07,3.4168481037548514e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02-23,0.003109791581355381,9.670803679468802e-06,5.362312597757378e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-24,0.006464173384027383,4.178553753876803e-05,5.481394660828719e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-27,-0.006038500087041321,3.646348330119804e-05,3.3705273274754134e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-28,0.00020239080695905187,4.09620387415362e-08,2.3512957588915417e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-03-01,0.0024927911165368855,6.214007550685212e-06,2.4226265379869296e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-03-02,-0.006006710044808017,3.6080565562397526e-05,2.07840210739707e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-03-03,0.004100102140272455,1.6810837560666764e-05,4.67802376846824e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-03-06,0.01772314101413297,0.00031410972740684225,6.55454107430182e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-03-07,0.0076536553199755275,5.8578439756989694e-05,3.701707560408131e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-03-08,-0.006706463722959022,4.497665566736538e-05,2.257124680163713e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-03-09,-0.00545608552052812,2.9768869207316607e-05,5.809304500522444e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-03-10,-0.00201334613790749,4.053562671027006e-06,2.3921868332462937e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-03-13,0.01064564274890678,0.00011332970953735152,4.617694423036633e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-03-14,-0.006546384955793627,4.285515598944113e-05,2.917109483312734e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-03-15,-0.00010214921966866797,1.0434463078917783e-08,7.873991415452007e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-03-16,0.004540655773797475,2.061755485612035e-05,2.3893876956538952e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-03-17,-0.00871726671587325,7.599073899567162e-05,5.541080724862031e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-03-20,0.002131432247588272,4.543003426059192e-06,3.58447018870319e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-03-21,0.0036987127339207504,1.3680475888067511e-05,2.0725914001091906e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-03-22,-0.006384241203204688,4.075853574069644e-05,6.93973333046488e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-03-23,-0.00010777659462046785,1.1615794347984658e-08,5.915664229543699e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-03-24,0.008570364019941934,7.345113943431526e-05,2.7250033193619387e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-03-27,-0.009001586593938349,8.10285612081706e-05,3.1040342759151175e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-03-28,-0.0016290289299174532,2.653735254508003e-06,2.906828105852893e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-03-29,-0.007827464866092981,6.126920622992001e-05,6.887313790818168e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-03-30,-0.018572821925957328,0.00034494971429332126,0.00010623611959012675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-03-31,0.007177013948347799,5.150952921477886e-05,6.799496260528425e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-04-05,0.018605912656171952,0.00034617998576909966,8.093949928260062e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2017-04-06,0.0005504979058041926,3.030479442948017e-07,2.4816373754743576e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-04-07,0.0009356653674181814,8.754696797858004e-07,2.043559731142786e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-04-10,-0.017416534578515552,0.0003033356767246279,6.811577601312132e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-04-11,0.002704905985408068,7.316516389896392e-06,9.287967110885228e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-04-12,-0.01054754820536985,0.00011125077314460074,9.351676257863574e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-04-13,0.006812019020282278,4.6403603132687534e-05,4.7751332508862855e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-04-14,-0.012122509522761504,0.00014695523712944335,7.243198072253206e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-04-17,-0.01021378835606157,0.00010432147258241892,0.00010301486431514772,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-04-18,-0.01080602903564376,0.00011677026351917603,5.7374917149084804e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-04-19,-0.0015269741269650083,2.331649984420549e-06,0.0001406851896979991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-04-20,0.0027112093387300362,7.35065607841696e-06,8.588615211619968e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-04-21,-0.006169044338267149,3.8057108047505965e-05,6.181367593196831e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-04-24,-0.015950263060739545,0.00025441089170679244,0.0003281484198104978,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-04-25,0.00493830885800417,2.438689437704245e-05,8.141061263070403e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-04-26,0.0008847734375798666,7.828240358468941e-07,4.0812229008258186e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-04-27,0.0122510676776173,0.00015008865924155934,0.00015479103438492442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-04-28,0.004228885595092713,1.788347337638265e-05,5.015931559079146e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-05-02,6.483717765970454e-05,4.203859606876089e-09,3.7841690151229276e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2017-05-03,-0.005634886093426772,3.1751941285894425e-05,4.0147728308280926e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-05-04,-0.0012776775195071366,1.6324598438539093e-06,6.404749868907307e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-05-05,-0.010890928672085742,0.00011861232734045931,7.373658812683577e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-05-08,-0.01634681109163072,0.00026721823286546113,0.00011956185333867058,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-05-09,0.007674352657504713,5.889568871174965e-05,0.00012124733784831051,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-05-10,-0.01744401095660031,0.0003042935182539916,0.00012105455388928827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-05-11,0.0006151710397652721,3.7843540816588596e-07,0.00024323657085172218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-05-12,0.0012517480997518149,1.5668733052322795e-06,0.0001192340379213064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-05-15,0.0022570768347902614,5.094395838146825e-06,5.187521142595454e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-05-16,0.020203381990075542,0.00040817664383690876,0.00011140386274533221,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-05-17,0.004233590189505421,1.7923285892676545e-05,6.0137707664988265e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-05-18,-0.005021805583977468,2.5218531323267276e-05,0.0001333908138412774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-05-19,-0.006877708950593586,4.730288040907513e-05,5.998603492664304e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-05-22,-0.007244066494383361,5.247649937504764e-05,0.00010549343634837391,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-05-23,-0.016834797285087078,0.0002834103996299752,0.00013498929204004562,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-05-24,0.010213668606358084,0.00010431902640050468,0.0002860824648106698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-05-25,0.0007934788836028162,6.296087387235714e-07,0.00022119709494752203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-05-26,-0.010211209008094357,0.00010426878940698735,0.00012615979513598015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-05-31,0.002327324968562472,5.416441509294311e-06,0.00016099897533408233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2017-06-01,-0.020182689645269924,0.0004073409613172858,0.00014719729736426386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-02,0.010039169975914142,0.00010078493380529595,0.0001592026200224905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-06-05,0.00873641925506341,7.632502140024271e-05,9.353938579160798e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-06-06,0.0029141316219778446,8.492163110211223e-06,3.895979392642322e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-06-07,0.018765412243640256,0.0003521406966737636,5.245310842863523e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-06-08,-0.0028375916219154362,8.051926212764676e-06,3.2143408570342076e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-09,0.0007686138595213166,5.907672650482542e-07,4.21783932377936e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-06-12,-0.011524116248101457,0.000132805255299756,9.323956265566081e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-06-13,0.011245701207435843,0.00012646579564692397,3.660431113646025e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-06-14,-0.0027884220551248617,7.775297557506757e-06,4.944420802361684e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-06-15,0.014211928498977677,0.0002019789116600539,6.050868823739341e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-16,-0.0034249725315813606,1.1730436842086834e-05,2.5219015507452798e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-06-19,0.0035020510360768142,1.2264361459286688e-05,3.0198719478064553e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-06-20,0.00251829746711163,6.34182213286085e-06,4.40069138294969e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-06-21,0.0020352918836294975,4.142413051568108e-06,4.384894166868751e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-06-22,-0.014523849933445021,0.00021094221688923095,6.748492144311901e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-23,0.0050196871176932945,2.5197258759536014e-05,0.0001085170394389838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-06-26,0.00763360381812106,5.8271907252032423e-05,4.2751744807917846e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-06-27,-0.0007415117841906849,5.498397260936529e-07,3.930876789628169e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-06-28,-0.006466163489450061,4.1811270272296985e-05,4.5302317689538055e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-06-29,0.0029543750349310116,8.728331847023617e-06,2.43426794718032e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-30,0.0024892485083576332,6.196358136360702e-06,3.73717275668961e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-03,0.009808346695955095,9.620366490805322e-05,3.861668176346179e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-07-04,-0.0035356741238770084,1.250099151025345e-05,2.6915595386405243e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-07-05,0.003884199158581403,1.5087003103524478e-05,3.978357138677814e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-07-06,0.0012841372744212265,1.6490085395579764e-06,4.890331979200047e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07-07,-0.0019322730897286533,3.7336792932895164e-06,2.999066246204444e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-10,-0.01769364237812443,0.0003130649806049607,4.72160482244942e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-07-11,-0.010783007946885803,0.00011627326038260238,4.8868694241092816e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-07-12,0.001590742663191591,2.5304622204978757e-06,8.524017433275397e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-07-13,-0.004425617427508577,1.9586089614667634e-05,3.731563935377159e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07-14,-0.018891559809282477,0.000356891032027697,0.00012670565254796755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-17,-0.05241646578864323,0.002747485885772006,0.0007797081581951577,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-07-18,0.0066548176956438,4.4286598562253855e-05,0.00017944201044954692,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-07-19,0.010309554183073999,0.0001062869074537386,9.408651211538239e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-07-20,0.0022766493301089596,5.183132172285574e-06,7.009667926452167e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07-21,0.0009056604392618794,8.202208312440204e-07,4.795510147568972e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-24,-0.0021915674919084083,4.8029680715897114e-06,5.96615023009183e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-07-25,0.0009779140392840446,9.56315868228836e-07,4.174868611370623e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-07-26,-0.004024460824418874,1.6196284927282244e-05,3.833438141638295e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-07-27,0.03556969105348884,0.001265202921640644,0.00021419024267195724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07-28,-0.004671695884698401,2.1824742439107978e-05,9.20543985402092e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-31,0.0012851657356023338,1.6516509679662879e-06,5.964845366850636e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-08-01,0.0027434543875406447,7.526541976516014e-06,6.684070709875099e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-02,-0.009371371853251986,8.782261041192356e-05,5.5695130474540766e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017-08-03,0.0047947575193658665,2.2989699669515518e-05,0.0001363068874533667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017-08-04,-0.00781991623748457,6.115108996127484e-05,5.8464042789448926e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-07,0.00742171104112721,5.508179477798954e-05,9.928429264793736e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2017-08-08,0.01716281737795189,0.00029456230034892737,0.0001394870379800779,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-09,0.0003573991590943848,1.2773415892137336e-07,5.7151198020227015e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017-08-10,-0.005334528904224811,2.8457198630009964e-05,0.00011751479066422699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017-08-11,-0.006596492263247988,4.3513710179090565e-05,0.00016664080588056152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-14,0.029043623953214137,0.000843532092335714,0.00010491602150827851,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2017-08-15,0.0028340381714118124,8.031772357019208e-06,4.3344631597005054e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-16,0.0146921864850178,0.0002158603437105397,9.884895907373381e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017-08-17,0.004488075341068765,2.0142820267109507e-05,7.084693318960124e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017-08-18,-0.006347143216965279,4.028622701666835e-05,7.245053637241848e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-21,0.004064623154944158,1.65211613917082e-05,4.676395945544877e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2017-08-22,-0.007853766773027182,6.16816525251058e-05,5.865371306754862e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-23,-0.00416312979120903,1.7331649658452143e-05,4.5271920626361495e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017-08-24,-0.006455556665896367,4.167421186659902e-05,6.426188886345444e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017-08-25,0.009499547691148358,9.02414063364021e-05,5.4988627002148466e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-28,0.016385692577141953,0.0002684909212326049,7.126282066358433e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2017-08-29,-0.0061179914431352955,3.742981929827669e-05,5.88651136797296e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-30,0.003836286998615712,1.471709793574795e-05,5.422858742010376e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2017-08-31,0.005829718707613729,3.398562020990149e-05,4.655331339603225e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2017-09-01,0.008544644584717709,7.301095107914566e-05,4.5974325235277915e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017-09-04,0.009800364927003535,9.604715270244101e-05,6.314679674850204e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2017-09-05,0.0008172406379314268,6.678822602865653e-07,4.560138138042344e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017-09-06,0.009345319622882542,8.73349988538335e-05,3.715903130294147e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017-09-07,-0.006580150494185588,4.329838052613084e-05,9.024735582601247e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2017-09-08,-0.0027068203461810825,7.3268763864998754e-06,6.240969305098831e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017-09-11,0.005875758975027345,3.45245435326144e-05,2.8944133221986725e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2017-09-12,-0.006294884917895871,3.9625576129552907e-05,4.9467929145939014e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017-09-13,0.0020938752544692463,4.384313581278651e-06,4.8500601514769864e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2017-09-14,-0.004873034953096322,2.374646965409848e-05,3.4601282825247606e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2017-09-15,-0.0019281580884262794,3.717793613963684e-06,4.776310362728577e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
